names	x.pos	y.pos	color	alias	FC	NAC002	AtbZIP52	PIF3	MYB3	ZAT10	ERF055	VIP1	ERF014	NAC018	NAP	ANAC032	RGA	ATHB_21	ATHB_6	SVP	ABI5	IBH1	BRC1	ERF035	GBF2	PDF2	HSFB2B	TCX2	WRKY18	ABF3	ATHB_40	ZAT6	DREB2A	AtMYB56	ERF003	NAC6_ORE1	HAT2	SPCH	DOF5_4	NAC102	ATHB_53	HEC1
AT2G45400	1023.78299760353	-84.0441589355469	#FF0033	BEN1	-1.04	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0
AT2G45570	-1357.47985839844	931.607399459001	#3399FF	CYP76C2	1.11	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0
AT2G45960	1021.17419433594	-973.6416015625	#FF0033	ATHH2	2.01	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
AT2G46270	-813.498718261719	364.414123535156	#9900FF	GBF3	2.64	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1
AT2G46600	-188.052810668945	945.991678669353	#3399FF		-1.33	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1
AT2G46610	-677.067687988281	815.141906738281	#3399FF	At-RS31a	1.21	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AT2G46650	-686.556091308594	-1771.15991210938	#3399FF	ATCB5-C	-1.45	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0
AT2G47240	-1646.57482910156	107.397521972656	#3399FF	CER8	-1.31	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1
AT2G47770	-856.588012695313	575.970153808594	#FF0033	ATTSPO	1.92	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	1
AT2G47930	1571.97570800781	-359.738128662109	#3399FF	AGP26	1.48	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G01170	1047.39360785273	-1871.44299316406	#3399FF		1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0
AT3G01210	838.274759724041	539.882263183594	#FF0033		-1.02	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
AT3G01400	893.55522894648	-1394.96362304688	#FF0033		1.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
AT3G01410	-1841.27559614647	-1119.22045898438	#3399FF		1.21	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G01810	-593.94388814201	-1691.650390625	#3399FF		-1.05	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1
AT3G02170	1813.00939941406	76.9389643715655	#3399FF	LNG2	-1.18	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1
AT3G02250	-113.943430378338	-1971.65209960938	#3399FF		1.22	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	0	1	0	1	0
AT3G02450	-1566.57495117188	107.397521972656	#3399FF		-1.01	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G02480	-1213.81494140625	491.337668900374	#FF0033		1.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0
AT3G02910	93.3473510742187	899.894226074219	#3399FF		-1.65	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1
AT3G03130	-2001.27730513084	-1119.22045898438	#3399FF		1.15	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AT3G03190	-353.94388814201	-1931.65173339844	#3399FF	ATGSTF11	-1.04	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
AT3G03270	142.855560302734	631.821166992188	#FF0033		-1.36	1	0	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1
AT3G03830	1571.97570800781	-439.738159179688	#3399FF	SAUR28	-1.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
AT3G03870	364.694915771484	-1378.52380371094	#FF0033		1.29	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1
AT3G04000	-1053.81494140625	531.337913040999	#FF0033		-1.37	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1
AT3G04010	-837.067749023437	975.140258789063	#3399FF		-1.4	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1
AT3G04260	-2143.96175150643	-470.262512207031	#3399FF	PDE324	-1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G04350	807.394462344917	-1871.44299316406	#3399FF		-1.33	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1
AT3G04760	-2143.96175150643	-150.262771606445	#3399FF		-1.25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
AT3G05490	1653.00805664062	-123.06102799904	#3399FF	RALFL22	-1.76	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1
AT3G05910	-355.365091755291	-1446.279296875	#FF0033		-1.01	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	1
AT3G06020	-193.943247272869	-1891.65075683594	#3399FF	FAF4	1.09	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
AT3G06030	-1582.94311523438	-817.277160644531	#3399FF	ANP3	1.08	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0
AT3G06035	-433.943949177166	-1771.650390625	#3399FF		-1.05	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0
AT3G06170	1753.41581010353	-830.903442382813	#3399FF		-1.06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G06760	-1293.81530761719	531.337913040999	#FF0033		1.27	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1
AT3G06770	1573.00720214844	-83.06102799904	#3399FF		-1.72	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1
AT3G07320	-433.943949177166	-1891.65075683594	#3399FF		1.1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1
AT3G07560	647.394462344917	-1791.44299316406	#3399FF	APM2	1.11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
AT3G08030	1731.97570800781	-319.738189697266	#3399FF		-1.3	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	0	1	0	1	1
AT3G08670	1183.78263139259	-4.04417419433594	#FF0033		-1.06	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1
AT3G08740	-1583.96016459237	-190.262817382813	#3399FF		1.13	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
AT3G08770	-2241.27730513084	-1039.22045898438	#3399FF	LTP6	1.08	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
AT3G08970	-837.067749023437	935.140991210938	#3399FF	ATERDJ3A	-1.59	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0
AT3G09050	-2223.96175150643	-230.262725830078	#3399FF		-1.14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G09210	-1983.96199564705	-470.262512207031	#3399FF	PTAC13	1.06	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0
AT3G09350	-1197.47985839844	971.60660600197	#3399FF	Fes1A	1.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0
AT3G09540	-273.943430378338	-1931.65173339844	#3399FF		-1.07	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
AT3G09730	-2241.27730513084	-1199.22045898438	#3399FF		-1.07	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
AT3G10985	62.8554077148438	591.821411132813	#FF0033	ATWI-12	1.58	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1
AT3G11660	1513.41349076759	-710.903442382813	#3399FF	NHL1	-1.48	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	0	0	1	0	1
AT3G11690	1101.17456054688	-973.6416015625	#FF0033		1.45	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1
AT3G11930	1663.36560058594	-1136.68481445313	#3399FF		-1.47	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0
AT3G12050	-837.067749023437	895.140991210937	#3399FF		1.19	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G12170	-1319.16137695313	-786.248229980469	#FF0033		1.23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
AT3G12500	-188.052810668945	985.991312458416	#3399FF	ATHCHIB	-1.34	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0
AT3G13062	1753.41581010353	-710.903442382813	#3399FF		1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
AT3G13120	-1983.96199564705	-230.262725830078	#3399FF		1.03	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0
AT3G13190	-1761.27388716209	-1279.22045898438	#3399FF		1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0
AT3G13720	1264.19864701759	-726.166198730469	#FF0033	PRA1.F3	2.08	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1
AT3G14067	1184.19864701759	-686.166198730469	#FF0033		-1.15	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1
AT3G14190	-1582.94311523438	-857.277160644531	#3399FF	CMR1	1.24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14200	-917.067504882813	895.140991210937	#3399FF		-1.41	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1
AT3G14280	-348.052581787109	1065.99051900138	#3399FF		1.26	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0
AT3G14330	-1903.95869974862	-270.262756347656	#3399FF		-1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14350	-435.364908649822	-1366.279296875	#FF0033	SRF7	1.26	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0
AT3G14595	813.555167911323	-1314.96362304688	#FF0033		1.11	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0
AT3G14740	-1506.16117329826	-1147.38647460938	#006600		1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G14890	-1154.12369771232	-1102.67236328125	#FF0033		1.45	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1
AT3G15190	-1583.96016459237	-230.262725830078	#3399FF	PRPS20	1.12	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
AT3G15450	807.394462344917	-1831.44299316406	#3399FF		-1.5	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0
AT3G15770	284.694946289062	-1418.52380371094	#FF0033		1.02	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1
AT3G16000	-1583.96016459237	-110.262756347656	#3399FF	MFP1	-1.32	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AT3G16290	-1663.9595542408	-470.262512207031	#3399FF	EMB2083	1.01	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1
AT3G16340	-33.9436096691092	-2051.65258789062	#3399FF	ABCG29	-1.31	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0
AT3G16770	842.136405704292	-1701.40258789063	#006600	ATEBP	-1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
AT3G16850	1513.41349076759	-750.903442382813	#3399FF		-1.25	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	1
AT3G16910	838.274759724041	419.882904052734	#FF0033	AAE7	1.4	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0
AT3G17100	859.841857910156	-1058.14685058594	#9900FF	AIF3	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	1
AT3G17160	-1582.94311523438	-777.277160644531	#3399FF		1.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
AT3G17170	-1663.9595542408	-350.262573242187	#3399FF	RFC3	1.02	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AT3G17360	-2401.27730513084	-919.220397949219	#3399FF	POK1	1.07	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
AT3G17520	-776.587951660156	495.970153808594	#FF0033		1.22	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0
AT3G17800	758.274820759197	379.882904052734	#FF0033		1.08	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
AT3G18110	-1903.95869974862	-70.2627258300781	#3399FF	EMB1270	-1.15	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AT3G18170	-846.555725097656	-1691.15991210938	#3399FF		-2.69	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1
AT3G18550	-157.446701049805	-442.600026652912	#89D0F5	BRC1	1375.11	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1
AT3G18560	-108.05281829834	1065.99051900138	#3399FF		-3.9	1	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0
AT3G18680	-1823.95967631112	-190.262817382813	#3399FF		-1.03	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0
AT3G19380	1103.78263139259	-4.04417419433594	#FF0033	PUB25	1.21	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1
AT3G19580	-1164.73305596886	298.890380859375	#9900FF	AZF2	1.2	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0
AT3G19590	-1314.12369771232	-1222.67236328125	#FF0033	BUB3.1	1.17	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1
AT3G20260	-1234.12369771232	-1062.67248535156	#FF0033		1.02	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
AT3G20510	-348.052581787109	865.992350056072	#3399FF		-1.11	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
AT3G20670	-1761.27388716209	-1039.22045898438	#3399FF	HTA13	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
AT3G21190	-353.94388814201	-1971.65209960938	#3399FF	AtMSR1	1.43	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G21200	-1983.96199564705	-110.262756347656	#3399FF	GluTRBP	1.03	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0
AT3G21260	1184.19864701759	-806.166198730469	#FF0033	GLTP3	-1.57	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	1	0	0	1	1
AT3G21550	-268.052795410156	1065.99051900138	#3399FF	AtDMP2	1.02	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1
AT3G21670	603.89652486076	709.579772949219	#3399FF	AtNPF6.4	-1.04	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
AT3G21710	-108.05281829834	1025.99149556388	#3399FF		-2.07	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1
AT3G22840	838.274759724041	499.882263183594	#FF0033	ELIP	2.09	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1
AT3G23150	457.786499023438	-1937.92980957031	#3399FF	ETR2	-1.39	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0
AT3G23170	-917.067504882813	975.140258789063	#3399FF		-1.05	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1
AT3G23580	-1662.94311523438	-817.277160644531	#3399FF	RNR2	-1.1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0
AT3G23670	-1662.94311523438	-857.277160644531	#3399FF	KINESIN-12B	1.11	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
AT3G23890	-2001.27730513084	-1319.22045898438	#3399FF	ATTOPII	1.04	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G24190	683.896646931072	909.578735351563	#3399FF		1.02	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1
AT3G24495	-2241.27730513084	-959.220397949219	#3399FF	ATMSH7	1.14	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0
AT3G25480	-2303.96175150643	-430.262512207031	#3399FF		1.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G25660	-2303.96175150643	-30.2627258300781	#3399FF		1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1
AT3G26510	524.694946289063	-1418.52380371094	#FF0033		-1.02	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1
AT3G26520	1513.41349076759	-830.903442382813	#3399FF	GAMMA-TIP2	-1.42	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0
AT3G26700	-273.943430378338	-1811.65051269531	#3399FF		-1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0
AT3G27060	-1601.27376509178	-1199.22045898438	#3399FF	ATTSO2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1
AT3G27160	-2303.96175150643	-230.262725830078	#3399FF	GHS1	1.06	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0
AT3G27170	758.274820759197	419.882904052734	#FF0033	ATCLC-B	-2.77	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1
AT3G27330	-1841.27559614647	-1319.22045898438	#3399FF		1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0
AT3G27360	-2241.27730513084	-1079.22045898438	#3399FF	H3.1	1.1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0
AT3G27400	-513.944010212322	-1691.650390625	#3399FF		-1.02	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0
AT3G28460	-1726.57482910156	187.397705078125	#3399FF		1.04	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT3G28760	-1823.95967631112	-430.262512207031	#3399FF		1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AT3G29185	-1743.9605308033	-470.262512207031	#3399FF		-1.07	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0
